date,ticker,open,high,low,close,adjusted_close,volume
2015-01-02,AAPL,27.84749984741211,27.860000610351562,26.837499618530273,27.332500457763672,24.214895248413086,212818400
2015-01-05,AAPL,27.072500228881836,27.162500381469727,26.352500915527344,26.5625,23.53271484375,257142000
2015-01-06,AAPL,26.635000228881836,26.857500076293945,26.157499313354492,26.565000534057617,23.534940719604492,263188400
2015-01-07,AAPL,26.799999237060547,27.049999237060547,26.674999237060547,26.9375,23.864944458007812,160423600
2015-01-08,AAPL,27.3075008392334,28.037500381469727,27.174999237060547,27.97249984741211,24.781896591186523,237458000
2015-01-09,AAPL,28.167499542236328,28.3125,27.552499771118164,28.002500534057617,24.80847930908203,214798000
2015-01-12,AAPL,28.149999618530273,28.157499313354492,27.200000762939453,27.3125,24.197174072265625,198603200
2015-01-13,AAPL,27.857500076293945,28.200000762939453,27.227500915527344,27.55500030517578,24.412012100219727,268367600
2015-01-14,AAPL,27.260000228881836,27.622499465942383,27.125,27.450000762939453,24.31899070739746,195826400
2015-01-15,AAPL,27.5,27.514999389648438,26.665000915527344,26.704999923706055,23.658966064453125,240056000
2015-01-16,AAPL,26.75749969482422,26.895000457763672,26.299999237060547,26.497499465942383,23.47513198852539,314053200
2015-01-20,AAPL,26.959999084472656,27.24250030517578,26.625,27.18000030517578,24.079782485961914,199599600
2015-01-21,AAPL,27.237499237060547,27.764999389648438,27.0674991607666,27.387500762939453,24.263620376586914,194303600
2015-01-22,AAPL,27.565000534057617,28.11750030517578,27.43000030517578,28.100000381469727,24.894851684570312,215185600
2015-01-23,AAPL,28.075000762939453,28.4375,27.88249969482422,28.2450008392334,25.023305892944336,185859200
2015-01-26,AAPL,28.434999465942383,28.59000015258789,28.200000762939453,28.274999618530273,25.049888610839844,222460000
2015-01-27,AAPL,28.104999542236328,28.1200008392334,27.25749969482422,27.28499984741211,24.172800064086914,382274800
2015-01-28,AAPL,29.407499313354492,29.530000686645508,28.827499389648438,28.827499389648438,25.539365768432617,585908400
2015-01-29,AAPL,29.079999923706055,29.797500610351562,28.889999389648438,29.725000381469727,26.334503173828125,337745600
2015-01-30,AAPL,29.600000381469727,30.0,29.212499618530273,29.290000915527344,25.949113845825195,334982000
2015-02-02,AAPL,29.512500762939453,29.792499542236328,29.020000457763672,29.657499313354492,26.274703979492188,250956400
2015-02-03,AAPL,29.625,29.772499084472656,29.40250015258789,29.662500381469727,26.279132843017578,207662800
2015-02-04,AAPL,29.625,30.127500534057617,29.577499389648438,29.889999389648438,26.480684280395508,280598800
2015-02-05,AAPL,30.0049991607666,30.0575008392334,29.8125,29.985000610351562,26.66969108581543,168984800
2015-02-06,AAPL,30.0049991607666,30.0625,29.612499237060547,29.732500076293945,26.445104598999023,174826400
2015-02-09,AAPL,29.637500762939453,29.959999084472656,29.607500076293945,29.93000030517578,26.620765686035156,155559200
2015-02-10,AAPL,30.042499542236328,30.537500381469727,30.040000915527344,30.5049991607666,27.132186889648438,248034000
2015-02-11,AAPL,30.6924991607666,31.229999542236328,30.625,31.219999313354492,27.768129348754883,294247200
2015-02-12,AAPL,31.514999389648438,31.8700008392334,31.392499923706055,31.614999771118164,28.11945915222168,297898000
2015-02-13,AAPL,31.81999969482422,31.81999969482422,31.412500381469727,31.770000457763672,28.257322311401367,217088800
2015-02-17,AAPL,31.872499465942383,32.220001220703125,31.729999542236328,31.957500457763672,28.42409896850586,252609600
2015-02-18,AAPL,31.907499313354492,32.19499969482422,31.862499237060547,32.18000030517578,28.621990203857422,179566800
2015-02-19,AAPL,32.119998931884766,32.25749969482422,32.08250045776367,32.11249923706055,28.561952590942383,149449600
2015-02-20,AAPL,32.154998779296875,32.375,32.01250076293945,32.375,28.79543685913086,195793600
2015-02-23,AAPL,32.505001068115234,33.25,32.415000915527344,33.25,29.573686599731445,283896400
2015-02-24,AAPL,33.23500061035156,33.400001525878906,32.79249954223633,33.04249954223633,29.389123916625977,276912400
2015-02-25,AAPL,32.88999938964844,32.900001525878906,32.037498474121094,32.1974983215332,28.637557983398438,298846800
2015-02-26,AAPL,32.1974983215332,32.717498779296875,31.65250015258789,32.60499954223633,29.0000057220459,365150000
2015-02-27,AAPL,32.5,32.64250183105469,32.060001373291016,32.1150016784668,28.56417465209961,248059200
2015-03-02,AAPL,32.3125,32.56999969482422,32.07500076293945,32.272499084472656,28.70426368713379,192386800
2015-03-03,AAPL,32.2400016784668,32.380001068115234,32.022499084472656,32.34000015258789,28.76430320739746,151265200
2015-03-04,AAPL,32.275001525878906,32.38999938964844,32.08000183105469,32.1349983215332,28.58197021484375,126665200
2015-03-05,AAPL,32.14500045776367,32.1875,31.440000534057617,31.602500915527344,28.108335494995117,226068400
2015-03-06,AAPL,32.099998474121094,32.342498779296875,31.565000534057617,31.649999618530273,28.150592803955078,291368400
2015-03-09,AAPL,31.989999771118164,32.39250183105469,31.264999389648438,31.78499984741211,28.270668029785156,354114000
2015-03-10,AAPL,31.602500915527344,31.80500030517578,30.950000762939453,31.127500534057617,27.68585968017578,275426400
2015-03-11,AAPL,31.1875,31.1924991607666,30.52750015258789,30.559999465942383,27.18111228942871,275756000
2015-03-12,AAPL,30.577499389648438,31.225000381469727,30.407499313354492,31.112499237060547,27.672517776489258,193450800
2015-03-13,AAPL,31.100000381469727,31.350000381469727,30.645000457763672,30.897499084472656,27.481292724609375,207309200
2015-03-16,AAPL,30.969999313354492,31.237499237060547,30.717500686645508,31.237499237060547,27.78369903564453,143497200
2015-03-17,AAPL,31.475000381469727,31.829999923706055,31.412500381469727,31.760000228881836,28.248430252075195,204092400
2015-03-18,AAPL,31.75,32.290000915527344,31.592500686645508,32.11750030517578,28.566402435302734,261083600
2015-03-19,AAPL,32.1875,32.3125,31.850000381469727,31.875,28.350717544555664,183238000
2015-03-20,AAPL,32.0625,32.099998474121094,31.290000915527344,31.475000381469727,27.99493980407715,274780400
2015-03-23,AAPL,31.780000686645508,31.962499618530273,31.6299991607666,31.802499771118164,28.28622817993164,150838800
2015-03-24,AAPL,31.8075008392334,32.0099983215332,31.639999389648438,31.672500610351562,28.170608520507812,131369200
2015-03-25,AAPL,31.635000228881836,31.704999923706055,30.844999313354492,30.844999313354492,27.43459701538086,206620800
2015-03-26,AAPL,30.690000534057617,31.219999313354492,30.649999618530273,31.059999465942383,27.625823974609375,190291600
2015-03-27,AAPL,31.142499923706055,31.174999237060547,30.727500915527344,30.8125,27.405689239501953,158184800
2015-03-30,AAPL,31.012500762939453,31.600000381469727,31.0,31.592500686645508,28.09944725036621,188398800
2015-03-31,AAPL,31.522499084472656,31.622499465942383,31.09000015258789,31.107500076293945,27.668071746826172,168362400
2015-04-01,AAPL,31.204999923706055,31.280000686645508,30.774999618530273,31.0625,27.628049850463867,162485600
2015-04-02,AAPL,31.25749969482422,31.389999389648438,31.047500610351562,31.329999923706055,27.865968704223633,128880400
2015-04-06,AAPL,31.11750030517578,31.877500534057617,31.082500457763672,31.837499618530273,28.31736183166504,148776000
2015-04-07,AAPL,31.90999984741211,32.029998779296875,31.4950008392334,31.502500534057617,28.019399642944336,140049200
2015-04-08,AAPL,31.462499618530273,31.600000381469727,31.24250030517578,31.399999618530273,27.92823028564453,149316800
2015-04-09,AAPL,31.462499618530273,31.645000457763672,31.165000915527344,31.639999389648438,28.141691207885742,129936000
2015-04-10,AAPL,31.487499237060547,31.802499771118164,31.315000534057617,31.774999618530273,28.261762619018555,160752000
2015-04-13,AAPL,32.092498779296875,32.14250183105469,31.65250015258789,31.712499618530273,28.20618438720703,145460400
2015-04-14,AAPL,31.75,31.822500228881836,31.477500915527344,31.575000762939453,28.083885192871094,102098400
2015-04-15,AAPL,31.602500915527344,31.782499313354492,31.502500534057617,31.69499969482422,28.190610885620117,115881600
2015-04-16,AAPL,31.56999969482422,31.774999618530273,31.52750015258789,31.542499542236328,28.054977416992188,113476000
2015-04-17,AAPL,31.387500762939453,31.53499984741211,31.114999771118164,31.1875,27.73922348022461,207828000
2015-04-20,AAPL,31.392499923706055,32.029998779296875,31.292499542236328,31.899999618530273,28.372947692871094,188217200
2015-04-21,AAPL,32.025001525878906,32.04999923706055,31.667499542236328,31.727500915527344,28.219526290893555,129740400
2015-04-22,AAPL,31.747499465942383,32.217498779296875,31.579999923706055,32.154998779296875,28.599754333496094,150618000
2015-04-23,AAPL,32.07500076293945,32.60499954223633,32.03499984741211,32.41749954223633,28.833232879638672,183083600
2015-04-24,AAPL,32.622501373291016,32.657501220703125,32.307498931884766,32.56999969482422,28.9688663482666,178103600
2015-04-27,AAPL,33.07749938964844,33.282501220703125,32.787498474121094,33.162498474121094,29.495861053466797,387816800
2015-04-28,AAPL,33.6150016784668,33.6349983215332,32.39250183105469,32.63999938964844,29.031126022338867,475696000
2015-04-29,AAPL,32.540000915527344,32.897499084472656,32.07500076293945,32.15999984741211,28.604202270507812,253544400
2015-04-30,AAPL,32.15999984741211,32.15999984741211,31.145000457763672,31.287500381469727,27.828170776367188,332781600
2015-05-01,AAPL,31.524999618530273,32.532501220703125,31.325000762939453,32.23749923706055,28.67313575744629,234050400
2015-05-04,AAPL,32.375,32.64250183105469,32.064998626708984,32.17499923706055,28.617544174194336,203953200
2015-05-05,AAPL,32.037498474121094,32.11249923706055,31.44499969482422,31.450000762939453,27.972702026367188,197085600
2015-05-06,AAPL,31.639999389648438,31.6875,30.84000015258789,31.252500534057617,27.797042846679688,288564000
2015-05-07,AAPL,31.1924991607666,31.520000457763672,31.0049991607666,31.315000534057617,27.96897315979004,175763600
2015-05-08,AAPL,31.670000076293945,31.905000686645508,31.52750015258789,31.905000686645508,28.495941162109375,222201600
2015-05-11,AAPL,31.84749984741211,31.889999389648438,31.407499313354492,31.579999923706055,28.205659866333008,168143200
2015-05-12,AAPL,31.399999618530273,31.719999313354492,31.204999923706055,31.467500686645508,28.105178833007812,192640000
2015-05-13,AAPL,31.537500381469727,31.797500610351562,31.467500686645508,31.502500534057617,28.13643455505371,138776800
2015-05-14,AAPL,31.852500915527344,32.23749923706055,31.790000915527344,32.23749923706055,28.79290008544922,180814000
2015-05-15,AAPL,32.26750183105469,32.372501373291016,32.0525016784668,32.192501068115234,28.75271987915039,152832000
2015-05-18,AAPL,32.095001220703125,32.68000030517578,32.09000015258789,32.54750061035156,29.069786071777344,203531600
2015-05-19,AAPL,32.67250061035156,32.720001220703125,32.40999984741211,32.51750183105469,29.042984008789062,178532800
2015-05-20,AAPL,32.5,32.744998931884766,32.334999084472656,32.51499938964844,29.040754318237305,145819600
2015-05-21,AAPL,32.51750183105469,32.907501220703125,32.45750045776367,32.84749984741211,29.33772087097168,158921600
2015-05-22,AAPL,32.900001525878906,33.24250030517578,32.849998474121094,33.1349983215332,29.59450912475586,182384000
2015-05-26,AAPL,33.150001525878906,33.227500915527344,32.279998779296875,32.404998779296875,28.942501068115234,282790400
2015-05-27,AAPL,32.584999084472656,33.064998626708984,32.51250076293945,33.0099983215332,29.48286247253418,183332800
2015-05-28,AAPL,32.96500015258789,32.98749923706055,32.775001525878906,32.94499969482422,29.4248046875,122933200
2015-05-29,AAPL,32.807498931884766,32.86249923706055,32.474998474121094,32.56999969482422,29.08986473083496,203538000
2015-06-01,AAPL,32.56999969482422,32.84749984741211,32.51250076293945,32.6349983215332,29.147926330566406,128451200
2015-06-02,AAPL,32.46500015258789,32.665000915527344,32.33000183105469,32.4900016784668,29.01842498779297,134670400
2015-06-03,AAPL,32.665000915527344,32.73500061035156,32.474998474121094,32.529998779296875,29.054155349731445,123934000
2015-06-04,AAPL,32.39500045776367,32.64500045776367,32.227500915527344,32.34000015258789,28.884449005126953,153800400
2015-06-05,AAPL,32.375,32.42250061035156,32.09000015258789,32.162498474121094,28.72591209411621,142507200
2015-06-08,AAPL,32.224998474121094,32.3025016784668,31.707500457763672,31.950000762939453,28.53611946105957,210699200
2015-06-09,AAPL,31.674999237060547,32.02000045776367,31.405000686645508,31.854999542236328,28.451274871826172,224301600
2015-06-10,AAPL,31.979999542236328,32.334999084472656,31.962499618530273,32.220001220703125,28.77729034423828,156349200
2015-06-11,AAPL,32.29499816894531,32.54499816894531,32.119998931884766,32.147499084472656,28.712522506713867,141563600
2015-06-12,AAPL,32.04750061035156,32.08250045776367,31.77750015258789,31.792499542236328,28.39545249938965,147544800
2015-06-15,AAPL,31.524999618530273,31.809999465942383,31.427499771118164,31.729999542236328,28.33962631225586,175955600
2015-06-16,AAPL,31.75749969482422,31.962499618530273,31.592500686645508,31.899999618530273,28.491464614868164,125976400
2015-06-17,AAPL,31.93000030517578,31.969999313354492,31.684999465942383,31.825000762939453,28.424474716186523,131672400
2015-06-18,AAPL,31.8075008392334,32.07749938964844,31.80500030517578,31.969999313354492,28.553979873657227,141628800
2015-06-19,AAPL,31.927499771118164,31.954999923706055,31.600000381469727,31.649999618530273,28.26818084716797,218867600
2015-06-22,AAPL,31.872499465942383,32.01499938964844,31.770000457763672,31.90250015258789,28.49370002746582,136157200
2015-06-23,AAPL,31.8700008392334,31.90250015258789,31.719999313354492,31.75749969482422,28.36419105529785,121075600
2015-06-24,AAPL,31.802499771118164,32.45000076293945,31.780000686645508,32.02750015258789,28.605348587036133,221123600
2015-06-25,AAPL,32.21500015258789,32.29999923706055,31.875,31.875,28.469139099121094,127752400
2015-06-26,AAPL,31.917499542236328,31.997499465942383,31.627500534057617,31.6875,28.301671981811523,176267200
2015-06-29,AAPL,31.364999771118164,31.61750030517578,31.1200008392334,31.13249969482422,27.80597686767578,196645600
2015-06-30,AAPL,31.392499923706055,31.530000686645508,31.21500015258789,31.357500076293945,28.006933212280273,177482800
2015-07-01,AAPL,31.725000381469727,31.735000610351562,31.497499465942383,31.649999618530273,28.26818084716797,120955200
2015-07-02,AAPL,31.607500076293945,31.672500610351562,31.4424991607666,31.610000610351562,28.232450485229492,108844000
2015-07-06,AAPL,31.235000610351562,31.5575008392334,31.212499618530273,31.5,28.13420867919922,112241600
2015-07-07,AAPL,31.47249984741211,31.537500381469727,30.9424991607666,31.422500610351562,28.064985275268555,187787200
2015-07-08,AAPL,31.1200008392334,31.15999984741211,30.635000228881836,30.642499923706055,27.36832618713379,243046400
2015-07-09,AAPL,30.962499618530273,31.014999389648438,29.80500030517578,30.017499923706055,26.810110092163086,314380000
2015-07-10,AAPL,30.485000610351562,30.962499618530273,30.302499771118164,30.81999969482422,27.526866912841797,245418000
2015-07-13,AAPL,31.25749969482422,31.440000534057617,31.079999923706055,31.415000915527344,28.058286666870117,165762000
2015-07-14,AAPL,31.510000228881836,31.592500686645508,31.260000228881836,31.40250015258789,28.047119140625,127072400
2015-07-15,AAPL,31.43000030517578,31.787500381469727,31.395000457763672,31.704999923706055,28.317298889160156,134596800
2015-07-16,AAPL,31.934999465942383,32.14250183105469,31.837499618530273,32.127498626708984,28.694658279418945,144889600
2015-07-17,AAPL,32.27000045776367,32.404998779296875,32.07749938964844,32.404998779296875,28.942501068115234,184658800
2015-07-20,AAPL,32.74250030517578,33.24250030517578,32.67499923706055,33.01750183105469,29.48955535888672,235600800
2015-07-21,AAPL,33.212501525878906,33.22999954223633,32.58000183105469,32.6875,29.194812774658203,307025600
2015-07-22,AAPL,30.497499465942383,31.375,30.497499465942383,31.30500030517578,27.960044860839844,461802400
2015-07-23,AAPL,31.549999237060547,31.772499084472656,31.264999389648438,31.290000915527344,27.946645736694336,203998000
2015-07-24,AAPL,31.329999923706055,31.434999465942383,30.975000381469727,31.125,27.799278259277344,168649200
2015-07-27,AAPL,30.772499084472656,30.90250015258789,30.530000686645508,30.6924991607666,27.412988662719727,177822000
2015-07-28,AAPL,30.844999313354492,30.977500915527344,30.637500762939453,30.844999313354492,27.549192428588867,134472400
2015-07-29,AAPL,30.787500381469727,30.875,30.5674991607666,30.747499465942383,27.462114334106445,148046800
2015-07-30,AAPL,30.579999923706055,30.642499923706055,30.427499771118164,30.592500686645508,27.323673248291016,134513200
2015-07-31,AAPL,30.649999618530273,30.65999984741211,30.227500915527344,30.325000762939453,27.084758758544922,171540000
2015-08-03,AAPL,30.375,30.642499923706055,29.3799991607666,29.610000610351562,26.446155548095703,279904000
2015-08-04,AAPL,29.354999542236328,29.424999237060547,28.3125,28.65999984741211,25.5976619720459,496554400
2015-08-05,AAPL,28.237499237060547,29.360000610351562,28.024999618530273,28.850000381469727,25.767362594604492,397250400
2015-08-06,AAPL,28.99250030517578,29.125,28.530000686645508,28.782499313354492,25.823436737060547,211612000
2015-08-07,AAPL,28.645000457763672,29.0625,28.625,28.8799991607666,25.910911560058594,154681600
2015-08-10,AAPL,29.13249969482422,29.997499465942383,29.13249969482422,29.93000030517578,26.852962493896484,219806400
2015-08-11,AAPL,29.452499389648438,29.545000076293945,28.332500457763672,28.372499465942383,25.45557975769043,388331200
2015-08-12,AAPL,28.13249969482422,28.854999542236328,27.407499313354492,28.809999465942383,25.84810447692871,404870000
2015-08-13,AAPL,29.010000228881836,29.100000381469727,28.635000228881836,28.787500381469727,25.827926635742188,194143200
2015-08-14,AAPL,28.579999923706055,29.077499389648438,28.502500534057617,28.989999771118164,26.009607315063477,171718000
2015-08-17,AAPL,29.010000228881836,29.412500381469727,28.875,29.290000915527344,26.27876091003418,163538800
2015-08-18,AAPL,29.107500076293945,29.360000610351562,29.002500534057617,29.125,26.130725860595703,138242800
2015-08-19,AAPL,29.024999618530273,29.1299991607666,28.670000076293945,28.752500534057617,25.7965145111084,193146000
2015-08-20,AAPL,28.520000457763672,28.587499618530273,27.907499313354492,28.162500381469727,25.267181396484375,274006400
2015-08-21,AAPL,27.607500076293945,27.975000381469727,26.412500381469727,26.440000534057617,23.721757888793945,513102000
2015-08-24,AAPL,23.717500686645508,27.200000762939453,23.0,25.780000686645508,23.129619598388672,648825200
2015-08-25,AAPL,27.77750015258789,27.77750015258789,25.875,25.934999465942383,23.2686824798584,414406400
2015-08-26,AAPL,26.772499084472656,27.47249984741211,26.262500762939453,27.422500610351562,24.603248596191406,387098400
2015-08-27,AAPL,28.0575008392334,28.309999465942383,27.5049991607666,28.229999542236328,25.32773780822754,338464400
2015-08-28,AAPL,28.042499542236328,28.327499389648438,27.885000228881836,28.322500228881836,25.410736083984375,212657600
2015-08-31,AAPL,28.00749969482422,28.63249969482422,28.0,28.190000534057617,25.291847229003906,224917200
2015-09-01,AAPL,27.537500381469727,27.969999313354492,26.84000015258789,26.93000030517578,24.1613826751709,307383600
2015-09-02,AAPL,27.5575008392334,28.084999084472656,27.282499313354492,28.084999084472656,25.197643280029297,247555200
2015-09-03,AAPL,28.122499465942383,28.19499969482422,27.510000228881836,27.592500686645508,24.75577735900879,212935600
2015-09-04,AAPL,27.24250030517578,27.612499237060547,27.127500534057617,27.3174991607666,24.50904655456543,199985200
2015-09-08,AAPL,27.9375,28.139999389648438,27.579999923706055,28.077499389648438,25.1909122467041,219374400
2015-09-09,AAPL,28.440000534057617,28.5049991607666,27.4424991607666,27.537500381469727,24.706432342529297,340043200
2015-09-10,AAPL,27.5674991607666,28.31999969482422,27.475000381469727,28.142499923706055,25.249229431152344,251571200
2015-09-11,AAPL,27.947500228881836,28.552499771118164,27.940000534057617,28.552499771118164,25.617080688476562,199662000
2015-09-14,AAPL,29.145000457763672,29.22249984741211,28.71500015258789,28.827499389648438,25.863805770874023,233453600
2015-09-15,AAPL,28.982500076293945,29.13249969482422,28.604999542236328,29.06999969482422,26.081377029418945,173364800
2015-09-16,AAPL,29.0625,29.135000228881836,28.860000610351562,29.102500915527344,26.110536575317383,148694000
2015-09-17,AAPL,28.915000915527344,29.122499465942383,28.43000030517578,28.479999542236328,25.552034378051758,256450400
2015-09-18,AAPL,28.052499771118164,28.575000762939453,27.967500686645508,28.362499237060547,25.446611404418945,297141200
2015-09-21,AAPL,28.417499542236328,28.842500686645508,28.415000915527344,28.802499771118164,25.84138298034668,200888000
2015-09-22,AAPL,28.344999313354492,28.545000076293945,28.1299991607666,28.350000381469727,25.435396194458008,201384800
2015-09-23,AAPL,28.407499313354492,28.68000030517578,28.325000762939453,28.579999923706055,25.641748428344727,143026800
2015-09-24,AAPL,28.3125,28.875,28.092500686645508,28.75,25.794273376464844,200878000
2015-09-25,AAPL,29.110000610351562,29.172500610351562,28.5049991607666,28.677499771118164,25.729225158691406,224607600
2015-09-28,AAPL,28.462499618530273,28.642499923706055,28.110000610351562,28.110000610351562,25.220073699951172,208436000
2015-09-29,AAPL,28.207500457763672,28.377500534057617,26.96500015258789,27.264999389648438,24.461944580078125,293461600
2015-09-30,AAPL,27.542499542236328,27.885000228881836,27.1825008392334,27.575000762939453,24.740074157714844,265892000
2015-10-01,AAPL,27.267499923706055,27.405000686645508,26.827499389648438,27.395000457763672,24.578580856323242,255716400
2015-10-02,AAPL,27.002500534057617,27.752500534057617,26.887500762939453,27.594999313354492,24.758014678955078,232079200
2015-10-05,AAPL,27.469999313354492,27.842500686645508,27.267499923706055,27.69499969482422,24.847734451293945,208258800
2015-10-06,AAPL,27.657499313354492,27.934999465942383,27.4424991607666,27.827499389648438,24.96661949157715,192787200
2015-10-07,AAPL,27.934999465942383,27.9424991607666,27.352500915527344,27.69499969482422,24.847734451293945,187062400
2015-10-08,AAPL,27.547500610351562,27.547500610351562,27.052499771118164,27.375,24.560636520385742,247918400
2015-10-09,AAPL,27.5,28.06999969482422,27.372499465942383,28.030000686645508,25.148300170898438,211064400
2015-10-12,AAPL,28.1825008392334,28.1875,27.860000610351562,27.899999618530273,25.031652450561523,121868800
2015-10-13,AAPL,27.704999923706055,28.112499237060547,27.670000076293945,27.947500228881836,25.074281692504883,132197200
2015-10-14,AAPL,27.822500228881836,27.8799991607666,27.389999389648438,27.552499771118164,24.71989631652832,177849600
2015-10-15,AAPL,27.732500076293945,28.024999618530273,27.622499465942383,27.96500015258789,25.08997344970703,150694000
2015-10-16,AAPL,27.94499969482422,28.0,27.63249969482422,27.760000228881836,24.90605354309082,156930400
2015-10-19,AAPL,27.700000762939453,27.9375,27.52750015258789,27.9325008392334,25.06082534790039,119036800
2015-10-20,AAPL,27.834999084472656,28.542499542236328,27.704999923706055,28.4424991607666,25.51838493347168,195871200
2015-10-21,AAPL,28.5,28.895000457763672,28.424999237060547,28.440000534057617,25.516145706176758,167180800
2015-10-22,AAPL,28.582500457763672,28.875,28.524999618530273,28.875,25.90642547607422,166616400
2015-10-23,AAPL,29.174999237060547,29.8075008392334,29.082500457763672,29.770000457763672,26.70941162109375,237467600
2015-10-26,AAPL,29.520000457763672,29.532499313354492,28.729999542236328,28.81999969482422,25.857078552246094,265335200
2015-10-27,AAPL,28.850000381469727,29.135000228881836,28.497499465942383,28.637500762939453,25.693344116210938,279537600
2015-10-28,AAPL,29.232500076293945,29.825000762939453,29.014999389648438,29.8174991607666,26.75202751159668,342205600
2015-10-29,AAPL,29.674999237060547,30.172500610351562,29.5674991607666,30.13249969482422,27.03464126586914,204909200
2015-10-30,AAPL,30.247499465942383,30.30500030517578,29.862499237060547,29.875,26.80361557006836,197461200
2015-11-02,AAPL,30.200000762939453,30.34000015258789,29.90250015258789,30.295000076293945,27.18043327331543,128813200
2015-11-03,AAPL,30.197500228881836,30.872499465942383,30.174999237060547,30.642499923706055,27.49221420288086,182076000
2015-11-04,AAPL,30.782499313354492,30.954999923706055,30.405000686645508,30.5,27.364360809326172,179544400
2015-11-05,AAPL,30.462499618530273,30.672500610351562,30.045000076293945,30.229999542236328,27.23821449279785,158210800
2015-11-06,AAPL,30.27750015258789,30.452499389648438,30.155000686645508,30.264999389648438,27.269758224487305,132169200
2015-11-09,AAPL,30.239999771118164,30.452499389648438,30.012500762939453,30.142499923706055,27.159378051757812,135485600
2015-11-10,AAPL,29.225000381469727,29.517499923706055,29.014999389648438,29.1924991607666,26.303388595581055,236511600
2015-11-11,AAPL,29.092500686645508,29.354999542236328,28.802499771118164,29.02750015258789,26.15472412109375,180872000
2015-11-12,AAPL,29.065000534057617,29.204999923706055,28.912500381469727,28.93000030517578,26.06688117980957,130102400
2015-11-13,AAPL,28.799999237060547,28.892499923706055,28.0674991607666,28.084999084472656,25.305503845214844,183249600
2015-11-16,AAPL,27.844999313354492,28.559999465942383,27.75,28.545000076293945,25.719980239868164,152426800
2015-11-17,AAPL,28.729999542236328,28.762500762939453,28.329999923706055,28.422500610351562,25.609594345092773,110467600
2015-11-18,AAPL,28.940000534057617,29.372499465942383,28.875,29.322500228881836,26.4205322265625,186698800
2015-11-19,AAPL,29.40999984741211,29.9375,29.190000534057617,29.69499969482422,26.75615882873535,173183200
2015-11-20,AAPL,29.799999237060547,29.979999542236328,29.712499618530273,29.825000762939453,26.87329864501953,137148400
2015-11-23,AAPL,29.8174991607666,29.9325008392334,29.334999084472656,29.4375,26.524145126342773,129930000
2015-11-24,AAPL,29.332500457763672,29.837499618530273,29.280000686645508,29.719999313354492,26.778684616088867,171212800
2015-11-25,AAPL,29.802499771118164,29.8075008392334,29.479999542236328,29.50749969482422,26.58722686767578,85553200
2015-11-27,AAPL,29.572500228881836,29.602500915527344,29.399999618530273,29.452499389648438,26.53766632080078,52185600
